Id,Predicted
2025000,0.16187790146402203
2025001,0.18247153797075472
2025002,0.16740138431211887
2025003,0.15610448849683595
2025004,0.2628874327845999
2025005,0.19635032589038173
2025006,0.18441443735528748
2025007,0.14426683264937884
2025008,0.22605871528826438
2025009,0.192641316986345
2025010,0.22260900321388014
2025011,0.12164682720663943
2025012,0.2342658096541455
2025013,0.16489680993134886
2025014,0.2754174820964011
2025015,0.14664769868004182
2025016,0.10989492175028813
2025017,0.24419931284043186
2025018,0.17422228539124598
2025019,0.692295989544473
2025020,0.13839447664374444
2025021,0.1585140911913743
2025022,0.14257955128853492
2025023,0.19930963881581376
2025024,0.2356088232028215
2025025,0.16339574919111272
2025026,0.1419632017543048
2025027,0.2310489659320095
2025028,0.1418090827713057
2025029,0.13242960556940633
2025030,0.12164219351845729
2025031,0.16972140769617433
2025032,0.06985650101700686
2025033,0.1985965442507868
2025034,0.009096808224816984
2025035,0.2553746771199117
2025036,0.27018380594017055
2025037,0.11489922483822833
2025038,0.21747095258635019
2025039,0.16718517042210024
2025040,0.10261769122504318
2025041,0.027233338605513704
2025042,0.15800094776559168
2025043,0.09735776270751555
2025044,0.1412755682491196
2025045,0.2526370735121898
2025046,0.13849994212413178
2025047,0.22476752314454476
2025048,0.10740940588547533
2025049,0.23977221000494564
2025050,0.05603968466873015
2025051,0.14766399395193078
2025052,0.21194809923517868
2025053,0.07089684109798439
2025054,0.1674683657366436
2025055,0.08496611414503517
2025056,0.129490956887324
2025057,0.1224408069265497
2025058,0.2824847323946338
2025059,0.2173430658439694
2025060,0.20905393734764416
2025061,0.16730534321125703
2025062,0.16346610006136536
2025063,0.023614693549373136
2025064,0.16336333935023326
2025065,0.1587689630036796
2025066,2.012237260752467e-11
2025067,0.1343178561025043
2025068,0.1628116476945966
2025069,0.17896497460028934
2025070,0.1471392454687952
2025071,0.13383963501330398
2025072,0.01527696723518283
2025073,0.22021432970064014
2025074,0.2766347413040601
2025075,0.032214421408195144
2025076,0.12338152817858355
2025077,0.15517457534222434
2025078,0.13156215357591278
2025079,0.18650164516795092
2025080,0.32654166293365916
2025081,0.11033329714469872
2025082,0.14872099983022632
2025083,0.1304715284094958
2025084,0.12458443064899632
2025085,0.1254663345613196
2025086,0.17753618407293417
2025087,0.20866296042917296
2025088,0.4019137977381634
