Id,Predicted
2025000,0.1208604511517715
2025001,0.24651487410275985
2025002,0.10403505053905927
2025003,0.19103097088755655
2025004,0.19899147774593307
2025005,0.1349096737654145
2025006,0.20323225933839478
2025007,0.2417008858933615
2025008,0.22260872011227356
2025009,0.2917024596033413
2025010,0.13103080790148824
2025011,0.1490982442578481
2025012,0.2032761256544692
2025013,0.23405703329280045
2025014,0.15447783007522486
2025015,0.2113816253982734
2025016,0.13394396549787976
2025017,0.17628954738129765
2025018,0.2631986609253079
2025019,0.13199245833620185
2025020,0.12419236712615624
2025021,0.11756461208909408
2025022,0.17492326558778037
2025023,0.34392200421713687
2025024,0.1633514892135995
2025025,0.14400479666583668
2025026,0.16965949729028607
2025027,0.11602809197791293
2025028,0.1693840633475609
2025029,0.2392081283005887
2025030,0.10052754129194504
2025031,0.1915312034202794
2025032,0.2347977031711281
2025033,0.17686151673693684
2025034,0.21158059336763185
2025035,0.2291051567376417
2025036,0.08176130970355634
2025037,0.1628851999958601
2025038,0.3227824515804305
2025039,0.14195147101374886
2025040,0.09110775732758881
2025041,0.11981175924107654
2025042,0.15339838258656588
2025043,0.1752781669395785
2025044,0.413849473307355
2025045,0.2269239562690931
2025046,0.18410894587523285
2025047,0.13308144727910692
2025048,0.2048616377159577
2025049,0.34498868039125496
2025050,0.08366776485139123
2025051,0.16681749566656312
2025052,0.18065276698949012
2025053,0.1494165206079617
2025054,0.15621891759283796
2025055,0.11133881875687528
2025056,0.10899521099970591
2025057,0.3139152474580733
2025058,0.303399758914408
2025059,0.12294580773538795
2025060,0.24607371512315343
2025061,0.09490310671841491
2025062,0.2230843357924301
2025063,0.07776543486232315
2025064,0.20958326832483967
2025065,0.15088702005367258
2025066,0.20957455379459708
2025067,0.34055709884187607
2025068,0.10866957094538618
2025069,0.28986910687263867
2025070,0.1700826107045029
2025071,0.10310380160721144
2025072,0.047988986965309274
2025073,0.1982241506800502
2025074,0.26361962834329844
2025075,0.06567686547843661
2025076,0.15502294471958178
2025077,0.3026181734529561
2025078,0.14827082615891538
2025079,0.25926628580357003
2025080,0.2858791648201241
2025081,0.16315081458660266
2025082,0.16924398459989487
2025083,0.21642638491371632
2025084,0.21903529814306805
2025085,0.13897794167787828
2025086,0.22528445417833107
2025087,0.3145475935722983
2025088,0.14392145490783126
2025089,0.15416749539207855
2025090,0.14465340230970752
2025091,0.22934960884490446
2025092,0.2655277728196201
2025093,0.17757397281663262
2025094,0.1579512909776545
2025095,0.18573559233595743
2025096,0.15759009567330437
2025097,0.1731776782572126
2025098,0.05407378204357444
2025099,0.20359107909872212
2025100,0.10549433589116579
2025101,0.14845472701896772
2025102,0.1309541978013652
2025103,0.11579853673259054
2025104,0.09658506450230253
2025105,0.148813661090234
2025106,0.26495702648088343
2025107,0.25689048542853943
2025108,0.09169456934347954
2025109,0.5297949182855998
2025110,0.20371277311670224
2025111,0.1528205328241003
2025112,0.225170302084999
2025113,0.11955820067949359
2025114,0.2333019871960424
2025115,0.28963810671490803
2025116,0.15520397783041356
2025117,0.26558047508517624
2025118,0.16847212742908535
2025119,0.12988872453880282
2025120,0.1437952812623999
2025121,0.19044901299061084
2025122,0.20795561912380114
2025123,0.10180147148960979
2025124,0.14533073553649276
2025125,0.10464774196082188
2025126,0.2819923336479138
2025127,0.33514454647652026
2025128,0.25059412134063797
2025129,0.1916143801798028
2025130,0.1507191205170246
2025131,0.20142489099567493
2025132,0.1345014208622386
2025133,0.15911857012795805
2025134,0.0930423016790364
2025135,0.20709287065868182
2025136,0.23934423971579288
2025137,0.1587352007302244
2025138,0.26553834425676553
2025139,0.1692020818926492
2025140,0.30679504480169345
2025141,0.12455704065372512
2025142,0.2524980755621301
2025143,0.14408582133319095
2025144,0.26397126064637266
2025145,0.1599018889141863
2025146,0.10392341263416066
2025147,0.11561361689966981
2025148,0.1508607801146883
2025149,0.18997767430640541
2025150,0.2877242624689868
2025151,0.10467596243131108
2025152,0.21283416828910803
2025153,0.13824941708999922
2025154,0.15004896544348706
2025155,0.15297083234304912
2025156,0.07741105403705337
2025157,0.1616687463722511
2025158,0.16730557179755057
2025159,0.16015982293556305
2025160,0.13552662354863532
2025161,0.24253192308310606
2025162,0.3569555831688318
2025163,0.07777907809778561
2025164,0.11548199386465167
2025165,0.10183059662360476
2025166,0.14731062056500802
2025167,0.09604974232280929
2025168,0.4057022009748578
2025169,0.10120158742783648
2025170,0.1394696409105994
2025171,0.06339668226843254
2025172,0.1395055732099775
2025173,0.19882086313198472
2025174,0.1723058731405525
2025175,0.08039435676733492
2025176,0.13560978935063087
2025177,0.14811562421141275
2025178,0.1491332104458425
2025179,0.28754261709058765
2025180,0.11302202604740348
2025181,0.18939186300083802
2025182,0.16218267771543907
2025183,0.11061292991040778
2025184,0.17552214121683637
2025185,0.07137781735057472
2025186,0.1929926576356277
2025187,0.12592414732178206
2025188,0.14359872389222
2025189,0.17882044094427255
2025190,0.13114722596799758
2025191,0.11344632611463426
2025192,0.3111405251520004
2025193,0.18037262330534126
2025194,0.1411170486094561
2025195,0.1868704177079221
2025196,0.17603427504706098
2025197,0.16575617478138102
2025198,0.19065892302852805
2025199,0.26525588367948083
2025200,0.15174620686114704
2025201,0.11783080865111209
2025202,0.21745473273038812
2025203,0.10218769277142453
2025204,0.208748061268586
2025205,0.23182625930762588
2025206,0.1895414727701975
2025207,0.10608972167034558
2025208,0.40500773274900187
2025209,0.27830938957638746
2025210,0.24399872414525284
2025211,0.24675536267884315
2025212,0.17482265137050557
2025213,0.18905740866018414
2025214,0.10723940534083752
2025215,0.17971978853917
2025216,0.3011355735297636
2025217,0.1436970523242747
2025218,0.17507837278361385
2025219,0.19708959139529944
2025220,0.1460787458130213
2025221,0.156929074048009
2025222,0.23681198971183368
2025223,0.3909144849612067
2025224,0.28639287728787416
2025225,0.23655480072084917
2025226,0.1658175043084472
2025227,0.1204453519109487
2025228,0.20956107479778327
2025229,0.14868976625145644
2025230,0.1053874793913947
2025231,0.2748522928518815
2025232,0.18208328527346931
2025233,0.16732847025333092
2025234,0.17999819232369907
2025235,0.20718805996972375
2025236,0.16174663033035702
2025237,0.0869595932778998
2025238,0.21190965250752716
2025239,0.16440471205056018
2025240,0.21473302762031654
2025241,0.20653222919487324
2025242,0.2737013219428609
2025243,0.18132873662107743
2025244,0.07790928669147616
2025245,0.1682927035062853
2025246,0.1983428502897116
2025247,0.2418839383884348
2025248,0.2644572425559104
2025249,0.12555671375468802
2025250,0.19499600333415798
2025251,0.23974434315560283
2025252,0.17382784647458976
2025253,0.1723803279687229
2025254,0.13908159321222202
2025255,0.14361424747486448
2025256,0.1840151684345869
2025257,0.12042025822426508
2025258,0.1331136237607939
2025259,0.08508625459004586
2025260,0.09175417825210168
2025261,0.13317532231912457
2025262,0.2130921480555398
2025263,0.18957303182539462
2025264,0.16586183929908715
