Id,Predicted
2025000,0.13167043231933914
2025001,0.17524844353650448
2025002,0.1328273421892149
2025003,0.12937029114526155
2025004,0.3910011572442123
2025005,0.20828927869696548
2025006,0.27659850371120154
2025007,0.22709998228240974
2025008,0.182320753662698
2025009,0.2864893376692119
2025010,0.1913869988907684
2025011,0.13927343421447236
2025012,0.24362508928195747
2025013,0.25516990282105995
2025014,0.1731349141156815
2025015,0.16793379257538338
2025016,0.14474972318344
2025017,0.14427901450493055
2025018,0.1809329938756858
2025019,0.11708864887899392
2025020,0.15318787457228433
2025021,0.08971706650680876
2025022,0.20291354259744593
2025023,0.28306123896051344
2025024,0.15660328645966415
2025025,0.1688966233172519
2025026,0.11523272779731607
2025027,0.08999323594701081
2025028,0.1553718753684442
2025029,0.2293404805002821
2025030,0.06419560332815175
2025031,0.15396111425543862
2025032,0.2609734883424442
2025033,0.15506638220419294
2025034,0.2516543628988829
2025035,0.27626995647600305
2025036,0.09938008910335969
2025037,0.11649496884270415
2025038,0.3037830367791896
2025039,0.08275912273523019
2025040,0.07058483137781611
2025041,0.0529730657053318
2025042,0.12944890388885244
2025043,0.12431154407468621
2025044,0.14361661540976692
2025045,0.2642560327964985
2025046,0.19696784263718417
2025047,0.11234034368531694
2025048,0.2788473270557744
2025049,0.28001558592814063
2025050,0.07965693055851542
2025051,0.14097073727576143
2025052,0.19820204838777783
2025053,0.1903407700889939
2025054,0.09300828775794673
2025055,0.09072298187105199
2025056,0.1377701078516193
2025057,0.09040000125639747
2025058,0.19316081346445385
2025059,0.16272465790115934
2025060,0.23206493214879043
2025061,0.09344515621832146
2025062,0.16614657982374886
2025063,0.1102641014293962
2025064,0.18963402650157077
2025065,0.15587505511050753
2025066,0.17691096366070888
2025067,0.19142779620091566
2025068,0.10227876690907999
2025069,0.3862316617118788
2025070,0.21519255936543388
2025071,0.11796213888306775
2025072,0.07439822607363812
2025073,0.14721325997870835
2025074,0.3039675614854335
2025075,0.12762356185163692
2025076,0.1356801761889028
2025077,0.19173556119336196
2025078,0.16935191398264346
2025079,0.1996497535277627
2025080,0.2524393770220768
2025081,0.1030088806292311
2025082,0.15899753325570073
2025083,0.11763899422634783
2025084,0.1255387496228491
2025085,0.13727797937800826
2025086,0.1666874470878115
2025087,0.19539285924868927
2025088,0.16086576193717264
2025089,0.16239050491865056
2025090,0.1724720046734771
2025091,0.2397868786412531
2025092,0.29543437928093735
2025093,0.11977742538722848
2025094,0.12877837967278855
2025095,0.19687276159969583
2025096,0.27671636678023626
2025097,0.12510120292135543
2025098,0.06133306639589421
2025099,0.23955214969561422
2025100,0.08145691976777537
2025101,0.1903831782316231
2025102,0.15636085166081143
2025103,0.11034600995045732
2025104,0.11737534268743521
2025105,0.15373667118178921
2025106,0.22744966712354078
2025107,0.1269513034697416
2025108,0.1312010736404623
2025109,0.1503293577953208
2025110,0.17836359496393364
2025111,0.12868086877597257
2025112,0.20296201814813236
2025113,0.09791858565456678
2025114,0.19911197190950644
2025115,0.3780613743655401
2025116,0.14302875311587657
2025117,0.24683746228837058
2025118,0.15685231565954103
2025119,0.2094060603675677
2025120,0.16540252752934229
2025121,0.2890890011532249
2025122,0.320439666466526
2025123,0.0910904481067063
2025124,0.13904880639258366
2025125,0.10973453333251514
2025126,0.1440724991199325
2025127,0.25527844412767947
2025128,0.22567409032327002
2025129,0.12071723811972031
2025130,0.10449773541354856
2025131,0.15085066920864626
2025132,0.11310388731785351
2025133,0.16026746538342032
2025134,0.07842967493629997
2025135,0.22470512142170257
2025136,0.26107861308015934
2025137,0.12242196933731513
2025138,0.1713369727300163
2025139,0.20406471443079185
2025140,0.3019482140755729
2025141,0.16095820227611313
2025142,0.1548800808401156
2025143,0.1998227679102686
2025144,0.13188542768514008
2025145,0.16222115187485187
2025146,0.08430832702536889
2025147,0.15817532224074726
2025148,0.18466944635610474
2025149,0.1565440415447413
2025150,0.12932628471688126
2025151,0.10169042981396269
2025152,0.18681254566821817
2025153,0.12016668277590162
2025154,0.14198707813840414
2025155,0.15838362699909497
2025156,0.10897872715752734
2025157,0.12342164214204433
2025158,0.10441522561033859
2025159,0.17563170114525337
2025160,0.14933067348875953
2025161,0.1713317836509726
2025162,0.1563114161798781
2025163,0.11336340143668044
2025164,0.15264756319748107
2025165,0.17838042686855515
2025166,0.21915086118943602
2025167,0.08456743118553386
2025168,0.13425409500194874
2025169,0.10270790055870176
2025170,0.17886189492169347
2025171,0.07117798633634285
2025172,0.09146794189690849
2025173,0.25929566146299293
2025174,0.1568733591065882
2025175,0.07562752126730181
2025176,0.2035914793408545
2025177,0.16120767695840063
2025178,0.10088650535758863
2025179,0.19282972521108188
2025180,0.19841879171776605
2025181,0.20752218009913315
2025182,0.19247700877238472
2025183,0.062031114259418846
2025184,0.13196760858520215
2025185,0.0819763424690032
2025186,0.23828645191238693
2025187,0.09764762172117399
2025188,0.13751195951049067
2025189,0.14371425932202858
2025190,0.18129923014421404
2025191,0.21291584114027168
2025192,0.26638351974371377
2025193,0.1764495195534466
2025194,0.17132408419510525
2025195,0.35533618952412205
2025196,0.12107533447793524
2025197,0.1258169076735132
2025198,0.18735383827211338
2025199,0.240644366951802
2025200,0.11286486919967724
2025201,0.12165656066409762
2025202,0.14645333890439757
2025203,0.08176907375557306
2025204,0.18919233508941158
2025205,0.20443361266309068
2025206,0.14849659040774685
2025207,0.15227073098063135
2025208,0.18913029912698104
2025209,0.16577771589499038
2025210,0.20699332159334805
2025211,0.23801080723183307
2025212,0.1533796389729091
2025213,0.19125773921175263
2025214,0.09570338316459429
2025215,0.17207110462636008
2025216,0.2174861090698514
2025217,0.09104675475256574
2025218,0.18410023610084209
2025219,0.19270560492925398
2025220,0.14485085293706787
2025221,0.16988527710627518
2025222,0.2180031688875723
2025223,0.25264408389996623
2025224,0.2650051615816729
2025225,0.17045123102220597
2025226,0.17950987428788923
2025227,0.06470945425025734
2025228,0.14528439177606942
2025229,0.17778095450099263
2025230,0.13496953556816696
2025231,0.4823681222572318
2025232,0.12375814149589895
2025233,0.18320614508582592
2025234,0.17480609428449492
2025235,0.13542129059263894
2025236,0.1458499107017942
2025237,0.13195961377029208
2025238,0.1266552553587526
2025239,0.15967687990949989
2025240,0.14411790775211125
2025241,0.11589530342099863
2025242,0.24481823183634654
2025243,0.17854397116348664
2025244,0.11385925917353978
2025245,0.1794596793777824
2025246,0.14953140817266328
2025247,0.15911900415314953
2025248,0.1798185560593197
2025249,0.17792974341382978
2025250,0.12915699455822915
2025251,0.28077581939305907
2025252,0.1380174719612572
2025253,0.28170526030267684
2025254,0.10650873424044958
2025255,0.11233125309557933
2025256,0.14783210708641958
2025257,0.09059154364601621
2025258,0.13735199676912604
2025259,0.08228787165875744
2025260,0.07171473150773454
2025261,0.09845801190835661
2025262,0.21998694745205613
2025263,0.11095876100031381
2025264,0.1306285910245921
2025265,0.09291440722121681
2025266,0.18530850525558504
2025267,0.16487165524266092
2025268,0.2288668026810481
2025269,0.18008082582949167
2025270,0.11077766942814704
2025271,0.27118427760070335
2025272,0.20962709696632248
2025273,0.17865350883579795
2025274,0.14405555519133512
2025275,0.2583323326776069
2025276,0.17506192466623346
2025277,0.09690364003026535
2025278,0.10247973206457697
2025279,0.17684633632794938
2025280,0.13027840494147075
2025281,0.13068774384403306
2025282,0.3343390334448113
2025283,0.21876469361828335
2025284,0.16718032980087696
2025285,0.12707221643865285
2025286,0.17566587515648766
2025287,0.14510821931282342
